,0,1,2
557f389ecdf675337d84c4854422619d,javascript,,"web technology programming skills on microsoft platform. knowledge of html,css. knowledge of c#,sharepoint a bonus knowledge of ms dynamics crm"
abb6a6f1b8a0c0100e57d3bacd05fdda,,,"answer questions quickly,transfer calls,answer phones,use a desktop pc"
158b8d3a65c46a0743f7a8eecd3b0fba,,,"continuous delivery,deep knowledge,continuous integration,best practices,experience with devops processes"
b2c768a9ae65254573e2577d60cc4464,c#,,"sql server,,vba"
499832d189fd475e8bc30851afc466ab,c++,,trading systems
1860948dd80da7121692a373b15c5f86,,,"security architect,cyber security manager,it manager,security director,cissp,security lead,security manager,cyber security director,cism"
a9b11789c5cef4c47b93f402b7e0819b,"c#,sql",,"risk,server-side"
fad76d5e6b156c7fd013d798351f7125,,,"other nosql stores,experience in the following areas: hands-on experience on cassandra,looking for cassandra specialists that extensive knowledge"
8222ef0c218953aff210528544bb34ec,"ajax,html,javascript",,"engineer,networking,cloud,sharepoint,analysis,systems,web 2,office365,software"
2ef647d10e989836081000228b41feab,,,"audit,sox,leasing,real estate"
a18438bf024e53f22d1c76e010db7012,"perl,shell",,"database administration,oracle,application support"
f3f6bf04b7eaddda877d7709c6b1a993,,,project manager
81b514bc404e8237b0d720c9ee986148,,,"5+ years' experience as android developer,3 years of experience working on android sdk"
3ba7f9fb34897c4b31b8cae4b87a417d,.net,,architect
5bc0b18e5f9be3518155a231d5ba338a,,,"origination,consumer lending,bsa,aml,manager,anti-money laundering,know your customer,consumer finance,kyc,bank secrecty act,call center,customer identification"
460ebf6e38b65664040956d605232aec,,,server active directory
7305c1bc85ced559405c87d3d0422af9,java,,"project manager,software,technical"
9d6885c4e3bbe05deb4c5421eb0d2f2a,,,vmware
56214db123b4ea77e92830b1a8b33c58,,,security
fa973145862c14787fd4b315336e0299,,,"hudson,jenkins,tfs,atlassian tools"
1645ee7ffabf18308a441d2c2ea036e4,html,react,"css3,angular.js,javacript. jquery,ext.js"
2bba84a056617d37f6c16bbe1ad24a93,,,"siem exposure,ibm appscan,arcot proxy & arcot webfort,security on demand (cloud siem),splunk"
cb6ad5a82662dd1641c893d009e86cb2,,,"routing methodology,ip networks,c programming,linux,firewalls"
d96d68a03892fcbf2ba0476e3b277aa4,"java,c++",,fix
72ce80a74d575e1e1f9e76fba9536ee5,".net,java",agile,"maven,anthill,sonarqube,sharepoint,quality tool,jenkins,ci"
c490187ad40712352ccf8e9bba09aece,,,"application manager over 2 year(s),technical manager over 2 year(s),data,(software development manager over 2 year(s),development manager over 2 year(s),software manager over 2 year(s)"
eb3d359e2a002b547b702d346e91b5c5,,,qa quality assurance tester performance testing shell performance center loadrunner linux windows sql scripting trading finance banking new jersey
ceee654bd26af223099c223f855c917c,,,ecommerce marketing
cf5b3a0a315d26558cf07d3cfda48771,,,"apis,swagger vs raml,rest"
6720ba018b59aeeb4121313c25f39830,,,cissp
5a86b0970a8ac959f8038ef1c9db62b6,,,"technical sales,business development"
3353f33e4abd593b8654447101a8f55a,,agile,"augmented reality,3d graphics"
b97e8b86f68656a15a566a0c1369ce21,,,"manual testing,automated"
59436a8f7a83d3938800a0b69ed10804,"java,c++,python",,"fix protocol,engineering,computer science,perl scripting,physics,object oriented development,shell scripting"
1622efccd3df6c398cb509ab470d33e5,,,"devops engineer,linux admin"
69a40dec50fdcbb124ef413a399ede1c,,,"hp it business analytics,power bi,sdlc"
9ffa3ccf22f8575c0be25095918b8f26,"css,html,javascript,java",,"veeva,application developer,adobe cq,adobe experience manager,adobe,cq5,cms,aem,developer,web developer"
3119ad8c7b0a8022d0c785c84f234383,,,project manager nasdaq smarts market surveillance implementation system infrastructure compliance risk pmi pmp prince2 banking trading finance new york city new york
7f2d07ec3982b38626ee86125fc27f72,,,"vmare,emc,vnxe storage platforms,vcenter,it architecture,solution design,vnx"
39d56fc47d8fec2c2baa9e6e06142181,python,,"linux,aws,rest"
9c3a8191ec74320ed579ccf71c87b92c,,,"unix,implementation engineer,windows,blades,linux"
9cc78eaba116475481f28664209a6e20,,,"j2ee,web services,core java,jasper"
1b893b1278a3608909078e18c141c6c6,,,"design,4+ years of experience in performing high,low level project analysis"
1fe95fe2b15c73a5401af0c6b4f15b47,"sql,sql",,"unix,shell scripting,data analysis,data modeling,odi,integration,plsql,pl,unix shell scripting,data warehouse architect,oracle,elt development,database architect"
6ca987fe0943c96c93754b1c5a92e5a0,python,,"unix,scripting,talend"
748bb85f49a90e794b4e869a088ec25c,"css,html",,"axure,moss,adobe design suite"
fb9fab81e4da6806e38df8f03b56cb7e,,,technical architect cloud migration - fte - ct
b05c23045c7b8dc354d7c5428bb04d80,sql,,"diver,admin,bi analyst,crystal reports,hospital,report writing,senior analyst"
185716e0e15dcb8671c4f810d21e3a49,,,"ms suite,ftp,data analysis,good excel,sftp,sql server"
2ea3a0f42c985f5131e58e6cefa97b71,.net,,
b64483448f83bc542c1ad4842b5a3700,,,"nist,fisma,casp,cyber security,siem,palo alto,cllsp,cissp"
d62e168fc69e0f9d19a7d5805c094446,s,,"cisco r,cisco collaboration,customer service"
8780cd24d7ea7aa518ad9c1697def8a4,,,"oop,collections,xsd,xml,framework,fixed income,capital markets,multithreading,jaxb,java developer,concurrency,design patterns,core java,data structures"
ced6d46c6b31819f15d6599d5783fcfc,,,"spring security,spring jmx sql,spring spring batch,jdbc,design patterns multi-threading,jms,java collections,annotations,8),hibernate,generics,concurrency restfu,java 6+(7,spring boot"
787d93502025dd52864a04e7db893c3d,,,"data quality,metadata for data acquisitions,cleansing,data profiling,reference,data reporting,identification of match rules,source data remediation."
bb035817658524eaa6993aebacc3a9d8,"perl,java,sql",,"oracle,ofsaa,pl,alm"
ba78cb9e4a36603c262ecc165d249c78,java,,financial services
2eee728c70bdef56c480b9928ca14058,,,"required skills,simultaneous it infrastructure projects in the enterprise financial space. pm commensurate technical backgr,experience: 6+ years of project management experience managing multiple"
c643ca787a8ecd84145967a8e38a8b7d,,,"mpls,mpls traffic engineering support,linux"
70c5fc3d165b50bc28f2cc66bd96d793,,,"expense planning,revenue,business analysis,cognos tm1"
ba76f835b23f06d9ca0402c768b4e788,".net,xslt,c#,javascript,html",,"xml,web services (rest,soap),ms visual studio"
17cf5d2b24695885c53863b3cb3a7a99,,,"network ),troubleshoot ),(emc,(vmware over 2 year(s) ),server,(desktop,horizon ),(vsphere,(support,storage )"
70b9607547f7906734619798803740dd,"c#,java",asp.net,"solutions architect,threading,unix,xlm,windows,ip,visual studio,refection,sql server,uml,com+,tcp,j2ee,msmq"
c89eaf4e2d6a831e9735f2943b74441d,,,technical leadership experience in property & casualty insurance
6e936aa2549b6cedc00f0bc5508ff015,"html,javascript",,"ui,css c#,ux"
4d38a55bba0cad57ad0f4200dd3b28b9,,,"cyber security,critical infrastructure protection cip"
8e6059e2e9ff6a044eda6409a8a46618,,,"devops,lamp software engineer"
1b527ff5c80070c7b9ebd29349386655,,,"digital electronics,analog,hardware design"
187ff18b5001e41015f93632ba71ba13,,,"collaboration,consulting,unified communications,cisco,voip,ccnp voice,ccnp collaboration"
481747c07b2c91f19b935bde65511369,,,3-7+ years experience required
ad7686543a98ac6b0abc436c1a1f6f7f,,,"business analyst cbap sap governance risk,compliance"
61f83c386889ebbe0cb57fe6a70b518f,c++,,
6701b0b734109ead4186a425d535aae3,,,"pharma,medical,editing,proofreader"
d6920113537233b97d439156ae04a698,,,senior java developer--6 positions-in person interview is a must
9ce392e18d4e842bdd71453df25dcb1d,,,"business development executive,manager multiple locations,sales"
be4b37220dfca2944e0d397d3ad5c5d9,,,"phone support,it support,help desk support"
d7355e2b9411fdfbe15abb4f5eff5ab4,,,"ediscovery applications,existing,ediscovery project manager,database issues,new software to litigation department,legal department"
becb833b112f8d23b43ed993863d3cb2,,,sr. wcs developer
0a361ad9bc2e9fed9e76d2459a33d62d,,angularjs,
3c4e364f9304abf6fd05e164601259d2,,,project manager infrastructure project manager otc pmi pmp prince2 banking trading finance jersey city new jersey
912cc9e663419cd3c181af2dcc8f9cd0,"c#,.net,ajax,html,javascript",asp.net,"sharepoint,jquery,xml,mvc,tfs asp.net,visual studio,programming experience web services,sql server,solid knowledge of : ms-dynamics(crm),tsql"
90fe1c17a3898bd277dd622489bd5ff7,,,"vendors,service manager,contracts,service management,service design,itil,itsm,service transition"
2b4e67309145972e296b83ee9928351e,"sql,c#",,"risk calculation,business processes,xml,ms excel,kdb,ood,etfs,booking,pricing,vba"
0cf7c2c240d0cdbd4c4ca58d6a3ede23,,,windows server engineer powershell vmware windows server winbatch finance trading banking new jersey
b9a733d3454525f718eb9cea9af665a2,sas,,"pharma industry experience.,healthcare,similiar statistical software"
b6b4e33ef71b11d2257b5ce38fc5a088,apex,,"salesforce platform developer,visualforce"
b060a2baf357d2a3ea5ca1572dac828b,,,"technical writing,adobe suite,technical manuals,press releases,product sheets"
c52febee795857118cbaed9631bc4dd8,,,"testing,requirement management,ms project,technical requirements,excel,visio,tfs,powerpoint,functional,process flows,brd,ba,healthcare,jira"
7cb455197cae0b6d1eea13c94016b662,,,"xendesktop,manage hyper-converged,citrix xenapp"
fa07e0f4a4b5ab3fc686e8068079c557,,,php html css javascript developer sql fullstack
6158c1a9ac5ac77492db13f7fe672487,,,"cirtix,powershell scripting,experience,azure ad connect,vdi technology architect,skilled in adfs"
46f90ba8cc3bd85ddb8ce0c827ee76db,,,"cyber,information security,risk assessment,infrastructure,governance,risk"
6220261522634fba5569ae148f85db5a,,,"knowledgeable on windows server,networking devices,support,experienced,desktop oss,provides a high level of technical expertise,dns,sql serve,storage systems (emc),active directory"
545b6ff49a9140611bfbcc74031a9b19,"python,java",,
a16485dba3b38fbb4da5ea876d1eb466,,,"iib,websphere message broker developer,wmq"
a2ffdafc6d6bc9386c5ec97e24320bd0,,agile,"scrum master,jira,rte,safe,release train,versionone,scaled agile framework,rally"
f56e49c9906d871347df0b8ad1edb2c6,"c#,.net",asp.net,"architect,team lead,develop,mvc,design,sitecore"
1bf0dbcf36c79a94f23fced4427de401,,,looking for the salesforce engineer |
ac32092a832e1aa199dbd83f4e9b6879,,,"hybris,java spring framework"
9f8c0b868a424c79f2bfd34046f08cbc,javascript,,"html5,css3,jquery"
7ce041ad06a7a57139e6b3d0042126f4,,,"control m,data"
c416315cd44cd3579a725b7a65c2662a,sql,,"dashboarding expertise,end to end microstrategy architecting,reporting"
acf1627c8a9f34ee3a6b95d7ecad2506,,,"testing electronics emc emi immunity testing eu rohs directive,electrical engineering compliance product evaluation"
ff599d70acb00ba44b1710c94b601983,java,,"strategy,web services,jee framework,cics,business rules engine (bre),mainframe cobol,5+ years experience with developing it solutions,applications using eai"
e2f1fe7f163f5f995a07e9c5fd5629ad,,,"business development manager,vp sales,director of sales,sap sales,sales manager"
139a2f4cdf8d5cc3abf0aad04a8181fb,,,"hunter,offshore,business development,infrastructure management services,it consulting services,sales"
2a5a1294ff7f5cf57a5739cfb70276f6,javascript,,"front end,ui"
f3528f881af31f58e168e3b01e1b4e3a,"python,php,java",,
b8b57a0e6bd04a8cc6e67487288e7d7c,,,"engineer,powerchart,health,analyst,design,programming,cerner,information technology,interfacing,build,ambulatory,architect"
9ae6c487cd0feb3a9c951b12a6559f41,,,"reports,tableau resources,tableau server,sql databases,dashboards"
f96424c7e9e0639b0a586fed8181f308,,,"midlevel server-side .net developer job in princeton,nj."
ee1f756ea0b6638b5f3df992dea00d32,"python,ruby,c++","angularjs,agile","(java,(jira,angular 2,subversion,(javascript,html5,node.js ),css ),react ),confluence,esx,(git,(angular 2.0,cvs )"
405ddf69c9a3a488c9a9baf845c6f819,,,"ids,ceh,(netwitness,siem),firewall,giac),gcia,""security+"",(cissp,ip,""network+"",malware,ccie,gcih,switching,san,ccna,tcp,routing"
aaa44b8deabdd86121423a4237995d9a,,,"ccnp,ccie,cisco"
c6ab982b624bd8dc0868ca760a721a29,,,senior dev ops platform engineer (no of position 10) senior qa consultant
e8a0f2fc1e381c6900d39e5513e3d68a,,,helpdesk
fc7d463d84b9c8988af18fb9ba724b14,c#,,"embedded development,sockets"
77934e17595acf26a86faed8582efd4d,,,validation risk analyst
ec75ee41ed764411703583b0feb5e9e1,ct,,ft desktop engineer in stamford
a547b0636b8eaf3c58650550d27cd1a5,,,"an attitude based on working together,communication,work,shared objectives effectively manage own time,professional skill requirements: encourage an atmosphere of trust,openness"
84fe7c1dfdb3000952602fbf1df08cfa,,,"engineer,leader,project manager,hands-on,mobile solutions"
b629008241ef351e7b53f6ece0506dd9,,,oracle xstore solution architect
37a2b7b1475ccd702753f57dc1b798d5,"javascript,java,html,css",agile,"test,less,ui"
944dc49c911587591e28bb0174b932f0,,,"testing,medical devices,regulations,62304,validation,standards,verification,quality assurance,quality system,iso13485"
ab9a35197799e8c2ef7c6315b5d71f62,,,"project manager - business analyst - etl - hadoop,architects.,ui- j2ee,.net developers"
9e84ceee3c7eca4f1437902b2d6d5c22,,,"integration experience with mulesoft,bea,progress sonic,tibco,other products (e.g. ibm,oracle,etc.)"
a3b3f5e2a94f9a9e0c6e6604876e6cfa,,,"avamar,sr. engineer,veritas netbackup,netbackup appliance,emc,commvault"
59c9209b08e79275dd290a270f1905c1,c#,asp.net,"mvc,sql server"
d11078ad8ddbddb8e6c831070d3d436f,"sql,java,javascript","spring,react",redux
b871468f78a582ab03a16cb2f910ac05,c#,,.net expert knowledge
6532e9fc1c3bfaf4559aca3e4b44ec65,"scala,go",,"golang,rest"
859c8011b83435c31f494227eae72f22,java,,"microservices,j2ee"
b8e168b5a55a4a343f6b69a05d842fa6,"javascript,java",,"jbpm,oracle,bpm,bonita"
142ae6187cdff931a7f1643df76939a7,,,"infrastructure,cloud,solution engineer,amazon web services,linux"
82cda7e20adeb416abb02069c1af600b,,,"duck creek,healthcare,istqb,sqa"
3d42dfa269e07eaa40d81c16016e3f8b,sql,"yarn,flink,hive,storm","sqoop,zeppelin,tez,ambari,t,data warehouses,mahout,oozie,mapreduce,hadoop developer,talend,spark (streaming,zookeeper,etl flows,hbase,pig,flume,mllib),kafka"
9a04cc6ade75314b3ab4714de1b910d4,,,"business system analyst documentation sharepoint visio ms project excel pivot table qa banking,finance project management"
01cec84eeff4a6b8fe22670ee23de848,,,"developer,broadridge,oracle"
eda6c354ba0d6b50a704736a1ab9dd84,,,"data stage data architecture data analytics etl data quality,data quality sql informatica oracle sybase sql server sybase information server information analyzer"
372764badeef424399c829d4622cb66e,,,"""mulesoft""),""esb"",( ""mule"""
adadbfeaff39afca0dc8258cc24397f6,sql,,10+ years of experience in miicrostrategy
fb653dca4c49045fa78962780717e10a,python,,
2c1d4e9ded8c4244cf4209515c95dbe5,"sql,.net",asp.net,"mvc,development"
e2cadac3f8e5b5e2fc0f3c8200bbe05d,".net,php,ajax,javascript,python,objective-c,java",,"css3,xsl,xml,html5,swift"
d61778ffae7a3a8012daa87607cedb84,,,"mysql,oracle,ms sql"
97c70ca24b95aba9a8b732079907125b,"php,ajax,sql",,"css3,mvc frameworks,html5,jquery"
f825854b3da9ecdb264e829f018fdf6e,,,siebel
fc0e3d568aef1e1f6f21d390a298eb7d,,"angularjs,asp.net",".net tech lead,webap,sql server,mvc"
3e8b4027a9a405861fbe5e0fc851d986,,,"video,streaming services,linux,mpeg"
f6e74db9246e6fe76f44ffb2d5e7fa31,,,java j2ee
e86257e4944f94d168645217fce35894,"c#,sql,ajax,.net",,"commodities,etl,webservices,plsql,energy"
2f1a44d620fd4631e0092da0df800cf8,,,"cq5,aem"
33efe15f26cbc06c5bd2f7c7fe39ac70,,,"wan,lan"
c5358ed520a89c39b0d1a78e0d106b4b,,,"lumira,businessobjects data services- universe developer,webi"
c1855f87ab34aab02e8bc363d9bc0b2d,"c++,sql,java,perl,python",,"shell-scripting,linux,fix,windows"
dcc478b45a2c0e568042538667c0b674,,,qa software quality agile erp
20d6505771c36b09d9ce70fe3b0efd63,,,"clinical,claims,insurance,excel,health,data"
a6adf8100a699bf6dcb929fa028d8afe,python,,"numpy,scikit-learn,linux,algorithm optimization,mathematics"
48e413169564ab0df9486aa2d2fa8a83,,,"helpdesk,sccm,networking,deskside support,active directory"
1ab6fe0370dc4b67c323d4d50b07a50a,,,"data center,moves,cabling,rack stack install dcim"
845ce8caa44aac203f882899d4298eea,,,uml
4256353c8312f3558417e7cbd4ed6577,,,"aws,cloud,ios,applications development,mobile,android"
67e72670bf9330718e1ad261f8a2ab71,,,network security engineer
55226f42f2af66d0f446b204e6437c35,,agile,"graphics,ios,gaming,android"
bdf5fc1707658249e1d41fcc6f8c4f11,,,"operational applications,enterprise applications,it manager,application manager,change management,manager of applications"
6ba5e94ada80094897e4db45bd5653c1,"java,.net",,"architect,core solutions,iview,application developer,windows,developer,archer,on-demand applications"
439a1455d2edcc66b4ffe2a773bd5805,java,nodejs,
6f83c16fd4b13d205d274057fc1b0522,,,"bde configuration.,platform,bde,infrastructure,information architect,etl architecture,informatica"
ce9d1fa7fb5033babe3891a939dc7298,,,cyberark pim & pam - immediate consideration
bb50569282d53cb8ed5e6235a0412fd9,,,"rally,agile coach certification,scrum master certification"
46d5589fe535245a3e2a88cad86a2425,,"hadoop,cloudera",hortonworks
19a0d90cfa1d98a3fe6bee4077a2b931,puppet,,"adoption engineer,linux os upgrade,github,migrating applications"
1b8b6ace758ce8bd630ff200c1c3afec,,,"identity access,sailpoint,iam"
9b727718b13c40633fa9fa9923b58334,,,wwan sw engineer
c8c836db6bc86a9c744b5cac81477c05,,,"sans giac,security,cissp,cism"
4a6c86476417637d977877cf09097fd9,css,,"html5,angular js,webgl,javascripts"
7e28267f4b4cedf643b6984b1adb936b,,,"quant developer,programming,data,analytical,math,trading"
54f1d8f88b8f0c35c87a07678213bdf0,,,"oracle sql,supply chain management system,peoplesoft"
f7e0b00a45da7aa5d684a6d81a3ddf99,java,,
065013332b6d0e887521a23163156c0e,,,"technical lead - jboss drools,sonar"
8159ab7a71e6b05bf78131f272a8e61d,,,"3+ yrs desktop,mobile phone support"
e1cf161385278fb063ade34f7f9f5e07,java,"spring,struts","banking,financial,batch,j2ee"
a8cab36115f06024697382ff201216b8,,,"linux,aws,windows,splunk,etc.."
c285e9b7304cba3cb49ee6d4f02cfd03,,,. net lead with sitecore
e0ba79c674618744d764aa563e9dc623,sql,,"selenium,fixed income,automation,qa,cucumber,vb.script,trading,vb. visualbasic"
15c383e08371462e2259f92c7aa12591,,,"reporting,database management,leadership,analytics"
8e490b8de829aa58532f8d7e5493fdf2,,,systems management engineer hpom omi bmc jython perl shell finance new jersey
908d996721908517cac2654bf890ed50,,,strong functional background in netsuites oneworld erp
e71dcade47f8c55bf378a08f74615b5a,,,"core,performance management,peoplesoft,adp,business,human capital management,testing,oracle,workday consultant,solutions,compensation,sap,configuration,hcm,benefits"
89b018b191b556823c5d72c733d64420,,,"xtremelo,virtualization,vmware,emc"
4fe88795ad9a03970cf78595fb01fde9,,,sugarcrm solution architect long term position at nj.
09fd15a7159a1668c64f176a26a1cca4,,,"(c# ),(soa,(developer,(x,mq,software developer,soap,(javascript ),programmer,application engineer ),software engineer,api ),application developer,rest"
7bf783aacd67140f646166f80cffcd4b,,,"dba,exadata"
6bb6e541fc9f5de7e4e369b9caa02427,,,pmo
a4bbc8cb67c2e2efb9d2e096eca337b7,"javascript,python",,"technology management,analytics,director,advertising analytics,moa,google analytics,senior manager,big data"
6cd75d2deee292a9af78b8c48e98c128,,,network engineer
b577d1a23187de5b762652f74352268a,,,"mdbs,bussines analyst,er,quality analyst,studio toad"
7b960ad9f352eff80ce07c8c1420bd43,,,"etl environments,paas,esb,dockers,saas,iaas components,eai,soa,cloud experience,openstack,web services"
38c9b5e31bc02fab531c69b41cfe7b89,,,"os400,5 os,ibm iseries i"
82140c8db5e5fdc2fe1b3c98d6c92586,java,angularjs,javascipt
55b3333473fa676bde79c5c3b7719983,,,"o365,azure,visual studio,office365,aws,sharepoint"
5c421b89cb6f380d8a4929cbd3949ffe,"css,javascript,html",agile,"expressionengine preferred.,content management systems"
61ea93060c3e821024db90192b279bb2,,,"c#.net,xml,wpf,visual studio,sql server"
d075ac6384ad05439964d8e2ee4341f4,,,"nls,sap archiving,bw"
19a18c863cb3891ac39284670eb857f6,"javascript,css,html,java",,"ext js,angular js,jquery"
4e6813b0bda13ba5524c58320c1f9c3a,,,"(""active directory""),paas,iaas),(saas"
3630c024cab8f811c5f36dd9b52f896f,css,,
237f34ec1e7fc93bf12531c159c466db,,,"demonstrate a strong analytical work style. ),siem experience a must (the successful candidate must possess both engineering skills,bit9 experience a must"
301106974c5feb7e111ff4c77767a1c7,objective-c,,"lead,ios,mobile,swift,developer,android sdk,android,management"
2c0142d2a05d96ef29d21c2e7bc8c917,java,,"testng),maven,unit testing (junit,source control (svn preferred),rest web services,ant,spring framework,javascript (angular,node)"
0cc4cca7e6db9a240ebf37017b512f48,,,"troubleshooting outlook 2010 within a network environment (permissions,calen,requirements: strong knowledge of microsoft based operating systems with emphasis on windows 7 experience with using"
a190aaabe73e98bfc716f16835a0362b,,,"technical,developing cost effective solutions that meet functional,performance requirements,experience in designing"
01d8b0078a0d8b4c43bad5fddaed52ba,,,"epic certification,health information management,electronic medical records,analyst,build,implementation"
e61d2854b8479e08e16ee903fc627081,"python,scala,java",,"aws,jvm"
7373a9956cd5861e3d90798eaf303e42,,,"market analytics,research"
d182961c81feca63b01a29444a447e36,c#,,"trading systems,wpf"
b66c5607d5681fe87ea3308f84cce905,,,"dwt,slam,video compression,compression algorithms,dct,computational geometry"
6d2534ff822464a0553955c413ae9b09,,,it platforms
f0486e3630e26c111d4bf91ca6806894,sql,,"business analyst,tmobile,wireless"
382bdfe233231608636eda13fa4540cf,java,hadoop,"software engineer,big data"
11c37d8d838116054a9ded37f03c9b14,,,"video,azure,voice,iot,cloud,or aws,internet of things,sdn"
9979f401596f25214a9df236976fd664,javascript,,"java experience along with frontend development html 5,2-5 year of sw development experience in an agile environment. ruby on rails"
330857e6426f2337416611eb7844ce7b,,,"etc.,drive planning,salesforce,design,integration,configuration,requirements"
1733ee210922cdc2a476ee744e46cdc2,,,"git,ui design,api,deploying,development,cloud,testing,android,sdk,eclipse ide"
08907a82edcde891c6320077746a9e2f,,,"social media,editorial setting,writing experience"
3cc0d5e4acf53521c56acc893017e16e,sql,,"etl,integration tools,my sql,etc.) including writing code,query tuning,data loading,transformation,data extraction,database systems (oracle,data synchronization"
329acee0963f245a8dee20b89d256e4c,"html,java",,"xhtml. x,j2ee application development experience,dhtml,web development ajax"
316c3dd6e2127fc5a69b1bd37dcd3e12,,,3+ years of full stack development
46b0107a77b8cf133a8d5aa9c5e51fc0,,,qa regression performance automation scripting
cd19e0a8ce4fab9a3b26a07d392a3201,,,senior python developer
2c32ec910c3402b2c885325fd2816477,"shell,perl",,"unix,linux"
f30fa0f42cb4e70662d170094e810c75,,,"outlook,pim,excel,visio,power point,scrum,oms,project management,agile methodologies,a,product management,omniture,b testing"
d9a4b6eaf3bf0b6d1c1df80272565315,,,"scom,application packaging,sccm"
90db9614d9cd8f102d669df4aa0c8fdc,,,"hp application lifecycle management(alm),hp unified functional testing(uft),sql queries,hp loadrunner,hp performance center,esx,vmware"
9e45b03a787385bccd04b784cf178163,,spring,"lead,json,xml,restful,soap web service,j2ee"
8c607345109994d17ddd0391229bb23b,,,java web j2ee spring struts hibernate jsp jsf
f0fd793b8dea63e3a8bd74c2580d86d5,,,3+ years experience required
acb894ead68bca2f6178f3a61d5f43ed,,,"managing high performance software teams,projects,including experience managing multiple concurrent programs,experience building"
167a4fcef7f6d229e4f1252b4c21aa76,"c#,sql",,"development lead,oracle"
ac206b6a66a0ffd5cebe91f613a28912,,,"healthcare application build,project management,education management software build,residency software build"
0147ffe78d83d3c71056dd11c8043388,php,,"angular.js,mysql,myc"
3793697d01b08cf5ebc0ea621ec249af,"python,go",,javascript es6
155b6973df39456b59c07e309bc1e42b,,,"must have gas mechanical operation qualification,osha certs"
736b261df0e4341b2bb3ac9d5f88f7e7,,,"hardware,storage,hiper swap,mainframe,global mirroring,gdps,metro mirror"
48ac6cc64c8c0bf860c58cbbc1439ece,c++,,"unix,rdbms,oracle,iented,object"
0afdbb16938b9f49819722265dcc59ee,,,"it support,windows,active directory"
d26fd22171508b488aedd8343563c033,,,"english network admin - financial institution background,bi-lingual japanese"
3ebce550e7fadd3d47d11a3b7d2cf6fb,,,sap
98049f737b5464e54ce65b21ffab3401,c,,"analog,embedded,digital hardware design"
c871cb621b5c160c4787807e628c8627,,,"wireframes,ux design,axure,prototype. usability testing,microsoft visio"
e81d4ec46c9bb71f2138349000fd1e8c,,,"native mobile apps -- algorithm design - asynchronous programming -- database design -- ui design -- dbms,web,object oriented programming -- programming in windows"
a02994a953d78be4ae4db782f478c4b5,,,"production support experience,ibm unica"
11be42473ba472adf59412a6466c8daf,,,"data modelling,etl,informatica,teradata"
92e6c2f2698e05419e4342a42cf399a7,,,java developer with mulesoft esb
8b1d5679c7a752f1f787c384cf8a8a41,,,"bw,or business objects,prior work experience using sap erp"
f8af2cebefb475ed16c7dc865b418559,,,"xsd,soa,xml,webservices,servicemix,eai,mulesoft"
7278277326f056df886370d628e6978a,,,"management support in a technical capacity.,minimum of 2 years experience providing high-level project administrative"
f5591b3dcf3ab5470acb6d3127f376e2,,,"2 to 5 years it project management experience (minimum 1 year as a scrum master,agile project manager)"
15cd0beca35187477b7a28869449efe6,,,"spc4,safe,product manager,release train,agile coach,scrum master"
038d6d211749904c392bdba144f65ae6,"javascript,css,java",angular,"oracle backend,json,ui,ux html5,excel,sybae,capital markets,restful developer,bootstrap"
3707bf4bad03768f5abb5f1a990f83e8,,,"epic certification,health information management,electronic medical records,analyst,build,implementation"
e458e6ed11c5d62220d05ae7219588d5,,"react,angular","backbone,javascript(ember,similar)"
329c1cc8d5f0d769b8fbab75ac93e659,,,"credentialiing,compliance,pbm business & systems knowledge"
c4a7dc83581b56adf770a4168773e02a,,,oracle xstore solution architect
432cfc712851b76431b81dfcbb28ed1d,,,cloud security
50c54a4f2a40022548d71e0e15af0e16,,,"technical background,hands on pm,pharma industry,healthcare,mdm experience in life sciences,local to the area- ftf needed,excellent communication skills"
f19d31f377152ade4c3892ce1bc8013a,,,"order subsystems,member,catalog,oms,wcs"
41a2f89985128cdac3612be24215848a,"c#,.net,javascript",agile,"git,json,docker,microservices,jquery,cloud,mvc,visual studio"
61ff6da92318da360600ca1326ba7d6f,,,"uat,guidewire billingcenter"
a1f9b2780016109133fac024094616d7,,,"networking,firewall,asr,architectures,arista,load balancer,asa,cisco,juniper,router,switch"
a6881e66dd6d58e95036e075db5fcc52,sql,spring,"oracle,weblogic,j2ee,core java"
84aa40064340f52c50bd37cb292ceca3,,,(ivr )
cc845a150036f8a0674f043a64a21642,,,"testing,realtime event driven systems,manag,background in application architecture,product certification,application integration,deployment,application monitoring,design,experience"
a1abdb425850a145850a4d80710390e4,java,,trading systems
0cd2164bdb4f229e2ce53a3319a18997,"r,spark,matlab,python",hadoop,"java scripts,iee,ms excel,ms sql,teradata sql,mysql,vba"
4b2ccc83c0b6fc6d0bb59a2838fc6975,"ajax,javascript,html",,"css3,svn,jquery,json files"
342b61c776d89073476886992d287c2f,,,"css3,agile methodology,javascript frameworks,html5,wordpress"
c6f412ec7a0c70458d8267701863a0d6,,,network infrastructure project manager
7204c9d1fbb568d999b1b5aac8bc7a5d,,,sap apo gatp snp consultant
119b2a5f6fa837ff0e9d21062a3e0120,,,project manager infrastructure project manager otc pmi pmp prince2 banking trading finance new york city new york
188e169753ecfc1ea27d21c164858007,,,"ms sql server 2014,database migration,upgrades"
e4be7221c9c30689241ed4c632855f76,"css,html,javascript","react,angularjs,nodejs",jquery
